,Film,Year,Rated,Released,Runtime,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
0,Whiteout,2009,R,11 Sep 2009,101 min,N/A,5.5,"36,710",tt0365929,"$10,300,000"
0,What Lies Beneath,2000,PG-13,21 Jul 2000,130 min,51,6.6,"115,116",tt0161081,"$155,018,556"
0,Vanilla Sky,2001,R,14 Dec 2001,136 min,45,6.9,"242,934",tt0259711,N/A
0,Unknown,2011,PG-13,18 Feb 2011,113 min,56,6.8,"243,834",tt1401152,"$63,677,735"
0,Twin Peaks,1990–1991,TV-MA,08 Apr 1990,47 min,N/A,8.8,"167,193",tt0098936,
0,Thunderheart,1992,R,03 Apr 1992,119 min,N/A,6.8,"13,569",tt0105585,N/A
0,Tinker Tailor Soldier Spy,2011,R,06 Jan 2012,122 min,85,7.1,"182,286",tt1340800,"$20,200,000"
0,Super 8,2011,PG-13,10 Jun 2011,112 min,72,7.0,"332,405",tt1650062,"$126,975,169"
0,Strange Days,1995,R,13 Oct 1995,145 min,66,7.2,"65,550",tt0114558,N/A
0,Source Code,2011,PG-13,01 Apr 2011,93 min,74,7.5,"473,918",tt0945513,"$54,696,902"
0,Stir of Echoes,1999,R,10 Sep 1999,99 min,67,7.0,"72,713",tt0164181,N/A
0,Six Degrees of Separation,1993,R,08 Dec 1993,112 min,72,6.8,"19,325",tt0108149,N/A
0,The Sixth Sense: The Actors,2000,N/A,28 Mar 2000,7 min,N/A,7.1,7,tt5447522,N/A
0,Sleepy Hollow,1999,R,19 Nov 1999,105 min,65,7.3,"320,922",tt0162661,N/A
0,Sherlock Holmes,2009,PG-13,25 Dec 2009,128 min,57,7.6,"570,347",tt0988045,"$208,711,166"
0,Se7en,1995,R,22 Sep 1995,127 min,65,8.6,"1,386,280",tt0114369,N/A
0,Scream 3,2000,R,04 Feb 2000,116 min,56,5.6,"120,066",tt0134084,N/A
0,Scream,1996,R,20 Dec 1996,111 min,65,7.2,"276,236",tt0117571,N/A
0,Scream 2,1997,R,12 Dec 1997,120 min,63,6.2,"152,234",tt0120082,N/A
0,S. Darko,2009,R,21 Aug 2009,103 min,N/A,3.6,"13,023",tt1231277,N/A
0,Red Riding Hood,2011,PG-13,11 Mar 2011,100 min,29,5.5,"105,800",tt1486185,"$37,200,000"
0,Ringu,1998,Not Rated,31 Jan 1998,96 min,N/A,7.2,"61,624",tt0178868,N/A
0,Saw,2004,R,29 Oct 2004,103 min,46,7.6,"369,218",tt0387564,"$55,100,000"
0,Prom Night,2008,PG-13,11 Apr 2008,88 min,17,3.9,"33,088",tt0926129,"$43,818,159"
0,Prometheus,2012,R,08 Jun 2012,124 min,64,7.0,"557,392",tt1446714,"$126,464,904"
0,Valkyrie,2008,PG-13,25 Dec 2008,121 min,56,7.1,"223,731",tt0985699,"$82,989,109"
0,Rear Window,1954,PG,01 Sep 1954,112 min,100,8.4,"428,644",tt0047396,N/A
0,Tropic Thunder,2008,R,13 Aug 2008,107 min,71,7.0,"369,925",tt0942385,"$110,416,702"
0,Schindler's List,1993,R,04 Feb 1994,195 min,94,8.9,"1,171,229",tt0108052,N/A
0,Three Kings,1999,R,01 Oct 1999,114 min,82,7.1,"157,590",tt0120188,N/A
0,Saving Private Ryan,1998,R,24 Jul 1998,169 min,91,8.6,"1,193,695",tt0120815,N/A
0,Pearl Harbor,2001,PG-13,25 May 2001,183 min,44,6.2,"305,436",tt0213149,"$197,761,540"
0,Platoon,1986,R,06 Feb 1987,120 min,92,8.1,"370,072",tt0091763,N/A
0,Inglourious Basterds,2009,R,21 Aug 2009,153 min,69,8.3,"1,217,923",tt0361748,"$120,523,073"
0,Coriolanus,2011,R,20 Jan 2012,123 min,79,6.1,"30,473",tt1372686,"$487,578"
0,Defiance,2008,R,16 Jan 2009,137 min,58,7.2,"134,977",tt1034303,"$28,622,873"
0,From Here to Eternity,1953,Passed,28 Aug 1953,118 min,85,7.6,"41,623",tt0045793,N/A
0,Cold Mountain,2003,R,25 Dec 2003,154 min,73,7.2,"137,116",tt0159365,N/A
0,Hotel Rwanda,2004,PG-13,04 Feb 2005,121 min,79,8.1,"326,991",tt0395169,"$23,472,900"
